Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-10-18;43,00;30,96;3,44;22,36;3,44;58,00;8,00;16,00;12,00
2020-10-25;50,00;15,52;12,07;18,97;12,07;23,00;0,00;8,00;8,00
2020-11-01;48,00;15,43;6,86;15,43;6,86;26,00;0,00;4,00;11,00
2020-11-08;40,00;6,96;3,48;33,04;0,00;37,00;4,00;15,00;4,00
2020-11-15;26,00;3,47;32,93;19,07;0,00;11,00;0,00;11,00;7,00
2020-11-22;26,00;26,00;10,40;6,93;0,00;22,00;4,00;11,00;0,00
2020-11-29;37,00;52,86;19,38;15,86;0,00;7,00;7,00;11,00;11,00
2020-12-06;8,00;18,00;18,00;14,00;8,00;8,00;0,00;15,00;4,00
2020-12-13;23,00;15,92;23,00;175,15;0,00;16,00;4,00;0,00;16,00
2020-12-20;39,00;30,14;26,59;177,27;0,00;22,00;0,00;9,00;13,00
2020-12-27;35,00;35,00;15,75;89,25;0,00;58,00;0,00;31,00;12,00
2021-01-03;59,00;72,88;6,94;52,06;3,47;40,00;11,00;7,00;11,00
2021-01-10;40,00;66,09;22,61;43,48;3,48;25,00;4,00;7,00;14,00
2021-01-17;65,00;61,49;33,38;17,57;17,57;18,00;0,00;11,00;7,00
2021-01-24;48,00;54,86;6,86;29,14;0,00;15,00;11,00;11,00;0,00
2021-01-31;40,00;102,61;10,43;26,09;0,00;26,00;4,00;4,00;4,00
2021-02-07;37,00;65,19;10,57;19,38;3,52;15,00;4,00;7,00;7,00
2021-02-14;54,00;38,32;6,97;12,19;3,48;15,00;0,00;12,00;4,00
2021-02-21;30,00;15,88;7,06;22,94;0,00;11,00;4,00;7,00;26,00
2021-02-28;52,00;26,00;3,47;26,00;3,47;30,00;4,00;11,00;11,00
2021-03-07;50,00;18,97;0,00;34,48;3,45;12,00;16,00;16,00;4,00
2021-03-14;34,00;34,00;10,74;3,58;7,16;15,00;7,00;4,00;0,00
2021-03-21;39,00;18,65;0,00;11,87;8,48;8,00;0,00;0,00;20,00
2021-03-28;21,00;24,50;8,75;21,00;0,00;4,00;0,00;13,00;8,00
2021-04-04;100,00;12,07;8,62;27,59;8,62;4,00;0,00;12,00;12,00
2021-04-11;16,00;16,00;16,00;37,33;3,56;4,00;8,00;16,00;8,00
2021-04-18;29,00;32,41;0,00;20,47;8,53;4,00;0,00;4,00;8,00
2021-04-25;12,00;20,57;3,43;12,00;0,00;8,00;8,00;0,00;4,00
2021-05-02;16,00;24,89;0,00;19,56;8,89;16,00;4,00;8,00;4,00
2021-05-09;56,00;12,25;12,25;28,00;3,50;12,00;4,00;12,00;12,00
2021-05-16;20,00;11,67;15,00;11,67;3,33;12,00;0,00;4,00;4,00
2021-05-23;25,00;0,00;0,00;33,93;0,00;17,00;0,00;8,00;0,00
2021-05-30;39,00;17,73;26,59;12,41;0,00;9,00;0,00;4,00;0,00
2021-06-06;21,00;21,00;8,75;12,25;8,75;8,00;0,00;0,00;12,00
2021-06-13;24,00;12,00;8,57;20,57;3,43;12,00;0,00;0,00;0,00
2021-06-20;17,00;20,40;3,40;20,40;3,40;4,00;4,00;8,00;12,00
2021-06-27;33,00;20,84;3,47;8,68;0,00;16,00;8,00;12,00;4,00
2021-07-04;28,00;24,50;3,50;33,25;0,00;20,00;0,00;12,00;4,00
2021-07-11;21,00;59,50;12,25;26,25;8,75;8,00;4,00;17,00;0,00
2021-07-18;51,00;28,90;11,90;42,50;3,40;9,00;4,00;17,00;9,00
2021-07-25;58,00;24,61;10,55;54,48;0,00;14,00;10,00;0,00;14,00
