Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-10-20;11,00;23,83;0,00;11,00;23,83;80,67;45,83;23,83;0,00;52,80;11,00;11,00;20,90;42,00;11,00;21,00;11,00;0,00;10,00;0,00;0,00;10,00;0,00;31,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;11,00;0,00;21,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;11,00;20,43;20,43;11,00;61,29;20,43;0,00;40,86;11,00;0,00;11,00;22,00;0,00;22,00;0,00;22,00;11,00;11,00;0,00;22,00;11,00;0,00;11,00;11,00;0,00;11,00;32,00;22,00;22,00;0,00;0,00;22,00;0,00;22,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;41,00;72,16;21,32;9,84;41,00;9,84;9,84;31,16;19,68;9,97;52,08;21,05;0,00;0,00;10,00;10,00;21,00;10,00;31,00;0,00;10,00;0,00;10,00;0,00;0,00;10,00;10,00;0,00;10,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;74,00;42,76;21,38;31,24;21,38;21,86;53,82;95,86;31,95;74,00;20,99;20,99;41,97;21,00;11,00;0,00;21,00;21,00;31,00;21,00;10,00;10,00;0,00;21,00;0,00;10,00;21,00;0,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;31,00;60,37;19,58;31,00;19,58;53,39;20,67;32,72;20,67;9,96;62,00;50,93;31,00;21,00;10,00;10,00;21,00;20,00;0,00;0,00;20,00;10,00;31,00;10,00;0,00;10,00;0,00;0,00;0,00;41,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;30,00;81,67;40,00;51,67;51,67;0,00;10,00;10,00;50,00;20,00;10,00;61,11;51,11;30,00;0,00;30,00;20,00;20,00;20,00;40,00;10,00;0,00;40,00;40,00;0,00;0,00;0,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;31,00;101,16;9,79;19,58;101,16;31,00;9,79;50,58;31,00;9,96;21,04;0,00;9,96;10,00;10,00;0,00;0,00;10,00;10,00;10,00;20,00;10,00;10,00;0,00;0,00;20,00;0,00;0,00;10,00;21,00;0,00;21,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;20,00;71,67;71,67;10,00;51,67;30,00;30,00;30,00;0,00;31,11;10,00;10,00;20,00;20,00;10,00;10,00;10,00;10,00;20,00;10,00;20,00;30,00;0,00;30,00;0,00;0,00;0,00;0,00;20,00;20,00;10,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2019-12-15;61,00;70,89;61,00;29,68;29,68;39,57;51,11;29,68;19,78;61,00;41,04;9,98;9,98;41,00;41,00;10,00;10,00;10,00;20,00;30,00;30,00;0,00;50,00;10,00;0,00;50,00;10,00;0,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;77,00;44,23;55,70;77,00;65,53;44,23;98,30;77,00;77,00;33,00;77,00;22,00;11,00;0,00;55,00;0,00;78,00;44,00;22,00;11,00;33,00;33,00;0,00;0,00;11,00;22,00;11,00;11,00;11,00;11,00;22,00;0,00;11,00;0,00;0,00;0,00;11,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00
2019-12-29;54,00;75,27;75,27;32,73;54,00;54,00;119,81;75,94;54,00;31,96;54,00;54,00;11,02;11,00;22,00;11,00;22,00;11,00;21,00;43,00;11,00;0,00;21,00;11,00;0,00;0,00;0,00;0,00;21,00;11,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;48,00;77,79;77,79;48,00;77,79;28,14;48,00;28,14;38,07;19,64;48,00;9,82;19,64;39,00;29,00;10,00;29,00;38,00;19,00;10,00;10,00;10,00;19,00;0,00;0,00;19,00;10,00;0,00;0,00;39,00;0,00;29,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;19,00;55,42;55,42;64,92;36,42;69,09;60,45;50,09;100,18;29,06;39,12;39,12;29,06;67,00;57,00;48,00;10,00;19,00;19,00;48,00;0,00;28,00;9,00;9,00;0,00;28,00;38,00;19,00;9,00;10,00;0,00;0,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00
2020-01-19;69,00;59,14;78,86;69,00;39,43;39,43;88,71;39,43;78,86;39,43;9,86;49,29;39,43;10,00;30,00;10,00;40,00;49,00;39,00;30,00;10,00;0,00;10,00;49,00;0,00;10,00;10,00;29,00;20,00;20,00;20,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2020-01-26;68,00;68,00;85,81;95,52;68,00;58,05;68,00;39,80;48,10;29,61;48,26;68,00;19,74;29,00;10,00;20,00;59,00;19,00;49,00;10,00;58,00;10,00;10,00;0,00;0,00;0,00;19,00;10,00;19,00;10,00;10,00;0,00;20,00;0,00;0,00;10,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
