Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-12-29;83,00;98,44;25,09;5,79;25,09;30,00;1,00;7,00;20,00;228,25;37,35;12,45;45,65;11,45;58,67;18,60;0,00;17,00;1,00;9,00;6,00;117,58;22,48;27,67;5,19;0,00;3,00;0,00;0,00;9,00;1,00;1,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;83,00;99,27;34,18;3,25;17,90;37,00;14,00;11,00;45,00;236,55;37,35;24,90;49,80;20,03;50,09;21,47;0,00;4,00;1,00;7,00;1,00;102,02;12,10;29,40;10,38;4,00;8,00;1,00;3,00;19,00;7,00;1,00;0,00;5,00;0,00;3,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00
2020-01-12;94,00;188,00;33,84;13,16;18,80;49,00;9,00;15,00;44,00;282,00;34,18;17,09;72,64;27,06;79,76;11,39;4,27;14,00;3,00;8,00;0,00;99,13;20,51;32,47;15,38;0,00;5,00;0,00;0,00;10,00;1,00;1,00;0,00;8,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;100,00;150,85;49,15;1,69;13,56;64,00;15,00;9,00;48,00;254,17;33,33;25,00;29,17;30,00;75,71;17,14;1,43;11,00;1,00;9,00;1,00;113,79;13,79;37,93;10,34;4,00;3,00;0,00;4,00;12,00;3,00;0,00;1,00;7,00;0,00;4,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00
2020-01-26;79,00;94,13;25,21;10,09;21,85;34,00;4,00;12,00;35,00;232,84;24,95;12,47;45,74;41,65;57,45;15,80;2,87;10,00;1,00;9,00;0,00;104,76;17,17;18,89;8,59;3,00;1,00;0,00;0,00;9,00;1,00;0,00;1,00;7,00;1,00;1,00;1,00;1,00;0,00;0,00;3,00;1,00;0,00
2020-02-02;78,00;84,78;13,57;10,17;13,57;40,00;14,00;18,00;47,00;164,21;20,53;24,63;36,95;23,11;73,67;14,44;1,44;8,00;3,00;5,00;7,00;98,80;13,87;26,00;10,40;5,00;1,00;0,00;4,00;3,00;4,00;0,00;0,00;5,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;86,00;132,00;40,00;8,00;14,00;36,00;11,00;17,00;67,00;245,10;38,70;21,50;51,60;14,33;48,73;14,33;1,43;4,00;1,00;20,00;0,00;115,24;15,48;22,36;13,76;1,00;3,00;0,00;3,00;4,00;1,00;0,00;1,00;7,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-02-16;82,00;99,08;54,67;6,83;22,21;49,00;8,00;14,00;73,00;266,50;20,50;12,30;45,10;30,21;83,44;12,95;2,88;8,00;3,00;7,00;3,00;121,29;22,21;25,63;6,83;1,00;0,00;1,00;0,00;10,00;3,00;0,00;1,00;5,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;65,00;103,05;47,56;9,51;22,20;48,00;6,00;11,00;50,00;235,63;20,31;12,19;44,69;19,78;66,41;19,78;4,24;14,00;3,00;4,00;3,00;75,26;11,97;34,21;15,39;0,00;3,00;1,00;8,00;6,00;3,00;0,00;0,00;3,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00
2020-03-01;48,00;88,00;34,67;1,33;10,67;50,00;6,00;9,00;30,00;165,82;21,82;8,73;34,91;16,94;55,06;8,47;0,00;9,00;1,00;3,00;3,00;58,29;20,57;18,86;3,43;0,00;4,00;0,00;3,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00
2020-03-08;52,00;84,50;47,13;6,50;19,50;46,00;9,00;11,00;30,00;160,33;21,67;8,67;43,33;18,78;36,11;7,22;7,22;16,00;1,00;9,00;3,00;41,60;12,13;12,13;1,73;1,00;1,00;0,00;1,00;1,00;1,00;1,00;0,00;5,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
