Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-27;27,00;35,00;48,00;33,00;51,00;39,96;29,16;47,52;22,68
2019-11-03;27,00;35,00;46,00;34,00;46,00;35,64;30,24;46,44;23,76
2019-11-10;25,00;33,00;46,00;32,00;48,00;39,13;28,26;45,65;22,83
2019-11-17;26,00;32,00;45,00;32,00;48,00;36,83;28,17;44,42;23,83
2019-11-24;24,00;32,00;41,00;28,00;50,00;36,00;26,18;44,73;25,09
2019-12-01;25,00;32,00;40,00;29,00;49,00;39,13;26,09;43,48;23,91
2019-12-08;23,00;30,00;42,00;29,00;45,00;37,24;27,38;42,71;25,19
2019-12-15;24,00;28,00;48,00;28,00;40,00;39,27;25,09;45,82;27,27
2019-12-22;30,00;34,00;58,00;39,00;47,00;47,14;33,21;54,64;32,14
2019-12-29;30,00;36,00;61,00;41,00;50,00;53,57;34,29;62,14;31,07
2020-01-05;29,00;36,00;60,00;42,00;49,00;42,96;38,67;63,37;32,22
2020-01-12;30,00;42,00;62,00;44,00;54,00;45,00;37,50;65,36;34,29
2020-01-19;30,00;40,00;61,00;42,00;52,00;45,56;36,67;64,44;35,56
2020-01-26;30,00;37,00;55,00;38,00;54,00;43,33;34,44;58,89;31,11
2020-02-02;30,00;36,00;56,00;36,00;59,00;40,71;34,29;55,71;31,07
2020-02-09;31,00;34,00;54,00;36,00;58,00;42,76;32,07;56,66;33,14
2020-02-16;33,00;39,00;57,00;36,00;59,00;42,90;36,30;60,50;35,20
2020-02-23;28,00;31,00;46,00;32,00;57,00;28,00;30,15;52,77;32,31
2020-03-01;23,00;27,00;40,00;29,00;49,00;27,38;26,29;49,29;31,76
2020-03-08;20,00;21,00;31,00;24,00;35,00;12,22;22,22;44,44;31,11
2020-03-15;10,00;12,00;17,00;14,00;18,00;12,22;13,33;33,33;23,33
2020-03-22;7,00;8,00;14,00;9,00;13,00;9,33;9,33;22,17;18,67
2020-03-29;7,00;8,00;12,00;8,00;11,00;9,33;8,17;18,67;14,00
2020-04-05;7,00;8,00;13,00;9,00;12,00;9,33;7,00;21,00;16,33
2020-04-12;6,00;8,00;15,00;9,00;12,00;8,00;6,00;18,00;14,00
2020-04-19;6,00;9,00;15,00;9,00;11,00;9,00;7,00;17,00;14,00
2020-04-26;6,00;9,00;20,00;9,00;11,00;12,00;12,00;20,40;16,80
2020-05-03;6,00;8,00;23,00;14,00;12,00;9,00;11,00;19,00;16,00
2020-05-10;8,00;8,00;25,00;15,00;13,00;13,71;16,00;22,86;21,71
2020-05-17;10,00;10,00;34,00;18,00;16,00;20,00;20,00;24,44;23,33
2020-05-24;12,00;12,00;36,00;20,00;23,00;25,09;19,64;22,91;22,91
2020-05-31;16,00;18,00;43,00;24,00;24,00;34,13;22,40;24,53;23,47
2020-06-07;18,00;21,00;47,00;26,00;28,00;41,29;23,29;24,35;27,53
2020-06-14;21,00;27,00;46,00;26,00;34,00;50,40;25,20;28,35;29,40
2020-06-21;23,00;27,00;50,00;27,00;42,00;71,19;28,48;33,95;29,57
2020-06-28;27,00;33,00;50,00;30,00;49,00;77,76;30,24;34,56;27,00
2020-07-05;32,00;33,00;61,00;33,00;54,00;84,97;37,52;40,83;26,48
2020-07-12;30,00;34,00;67,00;35,00;50,00;80,36;37,50;42,86;27,86
2020-07-19;29,00;29,00;73,00;35,00;54,00;91,30;37,59;49,41;29,00
2020-07-26;33,00;24,00;66,00;35,00;65,00;95,70;40,70;52,80;30,80
2020-08-02;38,00;27,00;67,00;35,00;73,00;96,63;34,74;52,11;30,40
2020-08-09;36,00;27,00;56,00;33,00;69,00;109,09;28,36;52,36;29,45
2020-08-16;32,00;28,00;55,00;32,00;66,00;97,10;28,69;54,07;27,59
2020-08-23;24,00;24,00;52,00;32,00;53,00;65,45;28,36;53,45;26,18
2020-08-30;23,00;23,00;55,00;31,00;46,00;55,86;28,48;51,48;26,29
2020-09-06;22,00;25,00;53,00;33,00;42,00;48,40;31,90;46,20;26,40
2020-09-13;20,00;18,00;50,00;30,00;35,00;41,11;25,56;43,33;24,44
2020-09-20;18,00;16,00;49,00;26,00;30,00;28,59;20,12;39,18;23,29
2020-09-27;17,00;17,00;50,00;25,00;29,00;26,56;17,00;39,31;26,56
2020-10-04;18,00;16,00;52,00;23,00;34,00;24,35;18,00;39,18;27,53
2020-10-11;18,00;12,00;39,00;19,00;27,00;20,12;18,00;37,06;27,53
2020-10-18;18,00;11,00;29,00;15,00;21,00;18,00;16,88;38,25;27,00
2020-10-25;11,00;10,00;24,00;12,00;17,00;13,20;13,20;29,70;22,00
2020-11-01;7,00;9,00;22,00;8,00;15,00;9,33;15,17;25,67;21,00
2020-11-08;8,00;11,00;24,00;8,00;16,00;10,29;14,86;27,43;24,00
2020-11-15;8,00;11,00;20,00;8,00;16,00;9,00;14,00;22,00;20,00
2020-11-22;9,00;12,00;22,00;8,00;15,00;10,13;16,88;24,75;22,50
2020-11-29;10,00;12,00;24,00;8,00;18,00;11,11;20,00;24,44;21,11
2020-12-06;11,00;11,00;25,00;8,00;18,00;13,20;17,60;26,40;20,90
2020-12-13;13,00;11,00;24,00;7,00;17,00;11,92;11,92;24,92;20,58
2020-12-20;11,00;11,00;27,00;8,00;17,00;11,00;11,00;23,10;24,20
2020-12-27;15,00;13,00;33,00;11,00;19,00;11,79;12,86;22,50;25,71
2021-01-03;13,00;12,00;28,00;10,00;17,00;13,00;11,92;21,67;23,83
2021-01-10;13,00;14,00;26,00;9,00;16,00;11,92;10,83;18,42;23,83
2021-01-17;12,00;12,00;29,00;9,00;15,00;13,09;12,00;20,73;24,00
2021-01-24;10,00;11,00;31,00;9,00;14,00;16,67;11,11;17,78;25,56
2021-01-31;12,00;12,00;36,00;9,00;16,00;18,55;13,09;16,36;25,09
2021-02-07;14,00;14,00;41,00;10,00;20,00;22,17;15,17;23,33;32,67
2021-02-14;15,00;15,00;42,00;10,00;21,00;19,29;16,07;22,50;34,29
2021-02-21;14,00;12,00;42,00;10,00;22,00;17,23;17,23;23,69;29,08
2021-02-28;13,00;12,00;35,00;10,00;22,00;14,08;15,17;21,67;30,33
2021-03-07;13,00;13,00;35,00;11,00;25,00;13,00;14,08;22,75;33,58
2021-03-14;13,00;13,00;38,00;11,00;25,00;14,18;16,55;28,36;39,00
2021-03-21;13,00;11,00;38,00;9,00;25,00;15,36;17,73;26,00;44,91
2021-03-28;11,00;13,00;34,00;8,00;27,00;16,50;14,30;20,90;41,80
2021-04-04;10,00;15,00;38,00;9,00;23,00;21,11;15,56;21,11;45,56
2021-04-11;11,00;15,00;40,00;9,00;25,00;22,00;16,50;23,10;44,00
2021-04-18;13,00;16,00;38,00;9,00;25,00;24,92;19,50;24,92;43,33
2021-04-25;15,00;16,00;37,00;11,00;29,00;33,46;23,08;26,54;41,54
2021-05-02;18,00;19,00;46,00;15,00;35,00;34,94;22,24;26,47;41,29
2021-05-09;21,00;23,00;49,00;20,00;44,00;39,79;24,32;30,95;44,21
2021-05-16;22,00;24,00;52,00;26,00;49,00;47,14;23,05;32,48;38,76
2021-05-23;23,00;27,00;47,00;30,00;54,00;52,57;28,48;37,24;42,71
2021-05-30;24,00;25,00;54,00;33,00;58,00;66,55;26,18;38,18;40,36
2021-06-06;27,00;29,00;54,00;35,00;66,00;68,63;29,25;38,25;42,75
2021-06-13;26,00;27,00;59,00;34,00;65,00;76,92;27,08;34,67;41,17
2021-06-20;27,00;31,00;59,00;36,00;77,00;82,08;32,40;37,80;44,28
2021-06-27;30,00;31,00;54,00;36,00;75,00;87,78;33,33;37,78;44,44
2021-07-04;31,00;39,00;69,00;41,00;78,00;89,68;34,32;40,96;43,18
2021-07-11;30,00;34,00;69,00;38,00;78,00;79,29;33,21;41,79;42,86
2021-07-18;30,00;36,00;77,00;38,00;79,00;87,78;40,00;44,44;43,33
2021-07-25;35,00;37,00;70,00;40,00;81,00;85,31;42,66;47,03;40,47
2021-08-01;39,00;40,00;71,00;41,00;93,00;96,42;48,75;49,83;37,92
2021-08-08;40,00;41,00;66,00;43,00;96,00;108,11;45,41;51,89;37,84
