Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-06-30;41,00;146,06;66,63;0,00;46,13;112,75;53,81;94,81;58,94;55,00;27,00;32,00;46,00;78,03;27,77;31,74;27,77;23,00;23,00;5,00;18,00;5,00;18,00;23,00;5,00;5,00;5,00;9,00;9,00;5,00;18,00;5,00;18,00;5,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;9,00
2019-07-07;100,00;250,00;62,50;0,00;45,00;105,19;90,91;63,64;68,83;73,00;50,00;32,00;59,00;55,26;22,37;27,63;50,00;18,00;32,00;14,00;41,00;5,00;5,00;18,00;5,00;9,00;9,00;9,00;0,00;0,00;14,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00
2019-07-14;38,00;212,80;48,13;5,07;43,07;87,79;116,62;68,14;82,55;67,00;24,00;34,00;72,00;91,72;23,59;43,24;34,07;43,00;53,00;14,00;43,00;10,00;14,00;10,00;10,00;10,00;0,00;19,00;5,00;5,00;14,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;74,00;160,33;49,33;0,00;64,13;94,77;103,86;89,58;84,39;45,00;25,00;35,00;60,00;59,72;19,47;54,53;49,33;15,00;20,00;10,00;30,00;20,00;5,00;20,00;20,00;5,00;5,00;10,00;5,00;10,00;15,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;73,00;229,07;52,86;0,00;47,83;83,43;106,89;63,88;53,45;39,00;44,00;29,00;58,00;54,42;29,20;34,51;23,89;15,00;19,00;15,00;44,00;15,00;15,00;15,00;15,00;5,00;0,00;19,00;5,00;5,00;5,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00
2019-08-04;94,00;173,16;37,11;4,95;64,32;80,94;80,94;47,00;80,94;57,00;14,00;19,00;33,00;41,78;23,50;37,86;52,22;42,00;28,00;24,00;19,00;14,00;19,00;14,00;9,00;24,00;0,00;9,00;14,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00
2019-08-11;69,00;158,44;74,11;10,22;56,22;101,55;69,00;50,77;101,55;55,00;41,00;32,00;46,00;65,02;23,88;55,73;23,88;28,00;41,00;0,00;9,00;14,00;14,00;14,00;9,00;5,00;5,00;9,00;9,00;14,00;14,00;0,00;5,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;74,00;145,45;43,38;10,21;15,31;64,91;46,74;46,74;46,74;60,00;19,00;19,00;37,00;51,54;14,54;60,79;18,50;14,00;9,00;5,00;23,00;19,00;5,00;9,00;0,00;9,00;0,00;14,00;5,00;5,00;9,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-08-25;40,00;137,50;62,50;10,00;40,00;49,03;74,84;61,94;61,94;22,00;45,00;31,00;22,00;36,00;18,67;54,67;41,33;9,00;31,00;13,00;18,00;0,00;4,00;0,00;9,00;18,00;9,00;4,00;4,00;9,00;13,00;0,00;9,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00
2019-09-01;61,00;193,17;78,79;0,00;40,67;77,87;12,98;64,89;48,02;30,00;35,00;39,00;52,00;30,50;9,28;13,26;17,24;26,00;39,00;9,00;22,00;17,00;0,00;4,00;9,00;9,00;0,00;9,00;4,00;4,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;48,00;146,53;70,74;5,05;53,05;62,27;53,19;88,22;48,00;49,00;27,00;13,00;49,00;51,89;0,00;12,97;16,86;18,00;27,00;13,00;18,00;18,00;0,00;9,00;0,00;0,00;4,00;9,00;0,00;0,00;4,00;4,00;0,00;9,00;0,00;4,00;9,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-09-15;35,00;117,50;62,50;5,00;45,00;97,22;35,00;44,07;53,15;9,00;18,00;35,00;26,00;60,93;9,07;3,89;0,00;13,00;9,00;4,00;9,00;13,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;54,00;110,57;43,71;5,14;43,71;67,17;55,32;28,98;42,15;17,00;21,00;33,00;37,00;36,88;3,95;11,85;11,85;8,00;21,00;17,00;4,00;12,00;8,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00
2019-09-29;37,00;96,20;37,00;0,00;44,40;38,32;58,14;21,14;38,32;16,00;25,00;16,00;37,00;33,04;7,93;3,96;0,00;4,00;8,00;8,00;4,00;0,00;12,00;8,00;12,00;4,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;50,00;87,50;25,00;0,00;30,00;17,11;59,21;17,11;7,89;25,00;25,00;4,00;42,00;21,05;7,89;17,11;0,00;0,00;12,00;4,00;4,00;8,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;37,00;83,87;44,40;0,00;32,07;62,11;21,14;46,25;29,07;25,00;25,00;8,00;16,00;15,86;3,96;11,89;15,86;8,00;8,00;8,00;8,00;0,00;8,00;8,00;4,00;8,00;0,00;0,00;8,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;17,00;75,29;43,71;0,00;41,29;24,85;49,69;49,69;20,92;8,00;17,00;17,00;42,00;20,92;3,92;11,77;3,92;21,00;8,00;8,00;4,00;0,00;0,00;4,00;8,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;47,00;59,37;84,11;0,00;54,42;47,00;69,19;69,19;22,19;13,00;26,00;26,00;43,00;13,06;0,00;9,14;20,89;13,00;0,00;4,00;4,00;4,00;4,00;26,00;9,00;9,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-11-03;17,00;38,86;60,71;0,00;43,71;32,69;24,85;17,00;13,08;33,00;33,00;25,00;58,00;11,77;0,00;11,77;3,92;4,00;8,00;4,00;4,00;8,00;8,00;8,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;50,00;37,50;42,50;0,00;30,00;17,11;25,00;25,00;21,05;21,00;46,00;17,00;33,00;13,16;3,95;11,84;0,00;4,00;0,00;4,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;29,00;68,55;52,73;0,00;42,18;46,14;17,14;25,05;17,14;33,00;25,00;12,00;54,00;17,14;0,00;7,91;3,95;4,00;8,00;8,00;4,00;4,00;0,00;8,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;32,00;41,85;46,77;4,92;51,69;28,00;28,00;16,00;12,00;12,00;36,00;4,00;20,00;16,00;8,00;4,00;8,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;16,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;41,00;166,56;64,06;0,00;28,19;25,13;58,19;17,19;7,94;12,00;25,00;33,00;20,00;3,97;11,90;11,90;3,97;8,00;4,00;12,00;8,00;8,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00
2019-12-08;40,00;47,50;75,00;0,00;27,50;23,23;23,23;19,35;15,48;24,00;16,00;20,00;28,00;12,00;4,00;8,00;4,00;4,00;0,00;4,00;4,00;4,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;47,00;76,68;22,26;0,00;19,79;43,08;39,17;23,50;15,67;24,00;24,00;32,00;24,00;11,75;0,00;11,75;11,75;0,00;4,00;8,00;8,00;4,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;35,00;62,50;45,00;0,00;52,50;60,93;47,96;25,93;31,11;22,00;18,00;26,00;44,00;12,96;3,89;9,07;16,85;13,00;4,00;0,00;0,00;9,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;34,00;58,29;48,57;0,00;58,29;47,08;60,15;26,15;39,23;17,00;34,00;13,00;34,00;13,08;0,00;3,92;20,92;30,00;13,00;9,00;9,00;9,00;4,00;21,00;13,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;35,00;87,50;62,50;0,00;57,50;19,44;54,44;23,33;46,67;42,00;54,00;23,00;42,00;16,15;4,04;24,23;8,08;8,00;15,00;12,00;15,00;8,00;8,00;27,00;12,00;8,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;38,00;144,40;53,20;5,07;76,00;61,59;41,93;41,93;57,66;30,00;26,00;23,00;72,00;22,28;3,93;7,86;18,34;11,00;15,00;11,00;8,00;8,00;8,00;23,00;4,00;0,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;43,00;96,12;103,71;0,00;63,24;66,45;31,27;31,27;75,58;39,00;27,00;16,00;31,00;31,27;7,82;11,73;23,45;8,00;12,00;0,00;8,00;16,00;0,00;16,00;0,00;4,00;4,00;8,00;12,00;4,00;8,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;43,00;106,24;58,18;0,00;32,88;43,00;58,64;35,18;27,36;43,00;24,00;39,00;55,00;23,45;0,00;19,55;7,82;4,00;16,00;16,00;4,00;12,00;4,00;8,00;12,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;27,00;81,00;56,45;0,00;61,36;73,29;42,43;38,57;23,14;35,00;31,00;39,00;47,00;3,86;7,71;23,14;23,14;12,00;8,00;0,00;20,00;4,00;0,00;12,00;4,00;0,00;8,00;8,00;4,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;34,00;70,43;55,86;0,00;58,29;34,00;49,69;27,46;15,69;42,00;27,00;27,00;34,00;26,15;3,92;15,69;19,62;8,00;15,00;4,00;0,00;11,00;8,00;8,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;27,00;58,91;41,73;0,00;49,09;24,30;32,40;20,25;24,30;19,00;34,00;61,00;50,00;31,05;4,05;22,95;4,05;11,00;11,00;4,00;0,00;8,00;4,00;15,00;0,00;4,00;0,00;4,00;4,00;4,00;4,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;31,00;62,00;54,25;0,00;43,92;52,96;31,00;34,88;34,88;38,00;27,00;27,00;50,00;39,09;0,00;12,13;4,04;12,00;8,00;4,00;12,00;4,00;8,00;4,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
