Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-09-08;24,00;0,00;18,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;6,00;18,00;12,00;0,00;6,00;6,00;12,00;0,00;18,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,65;0,00;0,00;0,00;0,00
2019-09-15;47,00;12,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;65,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,45;5,53;0,00;0,00;0,00
2019-09-29;36,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;30,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;5,54;0,00;6,00;0,00
2019-10-06;30,00;18,00;0,00;0,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;6,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,45;0,00;0,00;0,00
2019-10-13;46,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;41,00;12,00;6,00;0,00;0,00;41,00;0,00;0,00;0,00;6,00;0,00;0,00;29,00;0,00;6,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;5,47;5,47;0,00;6,00;0,00
2019-10-27;35,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,27;0,00;0,00;6,00;0,00
2019-11-03;17,00;17,00;11,00;6,00;0,00;0,00;6,00;0,00;6,00;6,00;0,00;6,00;40,00;0,00;0,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;11,33;5,67;24,08;0,00;6,00;11,00;0,00
2019-11-10;23,00;11,00;6,00;6,00;0,00;11,00;0,00;11,00;0,00;6,00;6,00;6,00;40,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,41;16,24;16,24;0,00;6,00;17,00
