Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-30;58,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,24;0,00;0,00;83,59;0,00;0,00;5,00;0,00;5,00;0,00;11,00;0,00;0,00;11,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;56,00;0,00;0,00;0,00;5,00;0,00;5,00;10,00;0,00;0,00;0,00;5,25;56,00;0,00;0,00;20,00;0,00;0,00;0,00;35,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-07-14;41,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,13;54,67;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;10,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;42,00;10,00;26,00;0,00;0,00;21,00;0,00;0,00;0,00;5,25;0,00;10,50;57,75;5,00;0,00;0,00;0,00;0,00;5,00;31,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;11,00;0,00;11,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;62,00;5,00;21,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;5,17;41,33;0,00;0,00;5,00;0,00;0,00;5,00;52,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-08-04;36,00;0,00;15,00;0,00;0,00;5,00;0,00;0,00;5,00;5,14;10,29;5,14;51,43;10,00;0,00;10,00;0,00;0,00;0,00;56,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;5,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-08-11;65,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;5,13;0,00;0,00;65,00;0,00;0,00;10,00;5,00;5,00;0,00;25,00;0,00;0,00;5,00;0,00;0,00;0,00;15,00;0,00;5,00;5,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;59,00;5,00;10,00;0,00;0,00;0,00;10,00;10,00;10,00;0,00;0,00;5,21;45,12;0,00;0,00;0,00;5,00;5,00;0,00;59,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;48,00;0,00;5,00;5,00;0,00;5,00;0,00;5,00;5,00;5,14;0,00;13,71;82,29;0,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;15,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00
2019-09-01;52,00;0,00;0,00;5,00;0,00;9,00;0,00;42,00;5,00;5,20;0,00;13,87;71,07;5,00;0,00;9,00;5,00;0,00;9,00;23,00;0,00;0,00;14,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-09-08;60,00;9,00;14,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;5,14;8,57;82,29;5,00;0,00;0,00;5,00;18,00;0,00;14,00;0,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;9,00;0,00;5,00;14,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;37,00;5,00;0,00;0,00;9,00;0,00;0,00;23,00;0,00;0,00;8,81;0,00;65,19;9,00;5,00;9,00;0,00;5,00;0,00;18,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;9,00;0,00;9,00;18,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-09-22;47,00;9,00;5,00;0,00;5,00;5,00;0,00;23,00;0,00;0,00;0,00;13,93;47,00;5,00;9,00;9,00;5,00;19,00;0,00;37,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;23,00;5,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;52,00;9,00;5,00;0,00;9,00;19,00;0,00;14,00;0,00;0,00;0,00;8,67;46,80;0,00;0,00;19,00;0,00;0,00;0,00;42,00;5,00;0,00;14,00;5,00;0,00;0,00;5,00;0,00;9,00;5,00;0,00;9,00;0,00;0,00;9,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;66,00;5,00;5,00;9,00;14,00;0,00;9,00;33,00;5,00;0,00;0,00;13,89;71,21;0,00;0,00;9,00;14,00;5,00;0,00;23,00;0,00;0,00;9,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;5,00;19,00;0,00;9,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;28,00;9,00;0,00;0,00;5,00;0,00;5,00;14,00;0,00;8,75;0,00;5,25;66,50;0,00;5,00;19,00;0,00;0,00;0,00;38,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;9,00;5,00;5,00;5,00;0,00;9,00;14,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00
